1	0.025147	0.11926	68.927	0.044506	0.993875	0.348924	0.958662	1	387.26195	-30.295
3	0.079598	0.081283	78.815	0.040701	0.925635	0.177705	0.044373	0	922.72358	-16.501
4	0.149396	0.247472	120.693	0.037981	0.995749	0.548121	0.927028	2	115.33569	-21.717
1	0.091262	0.091694	144.497	0.057252	0.992538	0.275062	0.913422	0	642.16771	-20.807
4	0.12747	0.057928	61.744	0.038241	0.983585	0.168339	0.903625	7	1016.67687	-19.226
4	0.028217	0.152898	90.658	0.052202	0.995725	0.410774	0.842454	10	573.85751	-22.317
4	0.124513	0.135658	97.716	0.044854	0.936445	0.612799	0.634322	5	209.35066	-19.801
4	0.157742	0.233367	61.817	0.039769	0.965713	0.139274	0.774536	4	427.32939	-18.286
3	0.027518	0.132237	150.787	0.056422	0.446407	0.352034	0.521774	3	223.89288	-25.453
4	0.04769	0.155656	111.271	0.040766	0.99393	0.464204	0.933357	7	130.55955	-26.949
4	0.265879	0.698662	125.171	0.055299	0.969458	0.402585	0.31364	5	372.35955	-13.793
4	0.029281	0.101516	126.156	0.039211	0.871203	0.289746	0.504529	5	648.68367	-25.689
4	0.018742	0.101186	87.825	0.04293	0.991848	0.368813	0.738648	7	87.69288	-23.751
4	0.070667	0.40283	85.754	0.0481	0.976451	0.244119	0.863715	7	607.11955	-24.035
4	0.201884	0.138104	75.581	0.046541	0.99022	0.514524	0.8249	8	111.66621	-19.177
4	0.065954	0.060085	113.2	0.040317	0.963547	0.430222	0.739827	1	398.89288	-22.305
1	0.080338	0.077258	87.526	0.059416	0.994354	0.208997	0.925022	7	399.82975	-22.499
1	0.174155	0.126673	77.893	0.060751	0.986708	0.469782	0.9187	5	27.03955	-21.009
3	0.281723	0.172904	169.626	0.045574	0.987718	0.128449	0.02682	2	291.47955	-16.068
4	0.256193	0.117025	106.825	0.035198	0.98953	0.322302	0.8981	3	342.07229	-19.696
4	0.259757	0.695006	128.475	0.040644	0.976417	0.195866	0.279605	11	994.11955	-15.846
4	0.050651	0.112407	102.755	0.090488	0.992772	0.499179	0.800782	5	144.47701	-17.673
4	0.122808	0.069514	76.677	0.050061	0.937405	0.335293	0.424963	5	398.69288	-16.958
4	0.223608	0.127119	97.768	0.040716	0.945058	0.278845	0.862051	8	453.03229	-18.757
4	0.116348	0.080108	85.178	0.030909	0.884755	0.268083	0.847261	0	538.43546	-20.98
4	0.130626	0.295894	135.354	0.053057	0.988864	0.524589	0.66767	2	127.37288	-19.125
4	0.071368	0.154824	63.631	0.053246	0.978325	0.342137	0.055466	2	206.42621	-22.34
4	0.125914	0.085484	118.173	0.06954	0.989011	0.54769	0.908892	2	207.35955	-21.271
4	0.109668	0.116415	129.311	0.068585	0.986611	0.398168	0.882526	6	296.30621	-17.838
4	0.146491	0.358377	82.467	0.04727	0.912399	0.489059	0.62269	0	325.99955	-19.797
4	0.377263	0.175132	131.892	0.035929	0.94389	0.429795	0.201891	0	401.49288	-13.704
4	0.176172	0.119611	84.322	0.044162	0.896668	0.373502	0.375428	4	367.86621	-21.797
4	0.070628	0.084345	133.182	0.038981	0.916321	0.317433	0.302061	5	703.31955	-21.099
4	0.095682	0.126592	127.95	0.038706	0.983193	0.393099	0.537419	3	473.57288	-21.524
4	0.036384	0.078838	77.439	0.049446	0.984508	0.241003	0.928747	3	1321.56036	-25.937
4	0.19325	0.069655	120.707	0.048348	0.977463	0.394855	0.928775	6	207.66621	-20.611
4	0.110676	0.280654	144.155	0.065576	0.970306	0.328342	0.413876	5	325.88902	-16.477
4	0.104923	0.079364	82.101	0.043748	0.849257	0.083565	0.353313	6	375.11955	-19.947
4	0.075174	0.089569	114.485	0.038865	0.956906	0.246738	0.757544	5	565.83955	-19.257
4	0.258462	0.133863	151.861	0.037453	0.730602	0.390444	0.198918	0	248.75955	-15.541
4	0.162524	0.108866	104.749	0.037226	0.993782	0.423816	0.885686	9	94.06621	-25.017
3	0.076687	0.201667	120.271	0.042689	0.935009	0.281017	0.054335	3	54.35955	-24.012
3	0.060145	0.110565	114.007	0.036061	0.965723	0.625046	0.891281	7	128.34621	-16.177
4	0.124651	0.100166	105.166	0.040484	0.979659	0.365269	0.902749	0	263.62621	-26.478
3	0.004049	0.05809	127.749	0.040651	0.994627	0.307276	0.892112	10	81.46621	-34.911
4	0.264781	0.201943	89.439	0.046451	0.981726	0.368042	0.063179	9	561.3566	-15.845
4	0.139993	0.166724	91.224	0.046451	0.988882	0.309021	0.300659	8	225.96222	-13.029
4	0.112426	0.090946	116.252	0.037046	0.991078	0.442675	0.874404	2	169.63955	-24.711
4	0.1997	0.635166	104.973	0.042036	0.98524	0.323643	0.599293	7	320.44009	-16.881
4	0.122551	0.095001	110.197	0.038236	0.953961	0.221638	0.305735	10	1125.83955	-21.187
4	0.058993	0.089153	99.402	0.044296	0.976913	0.314409	0.054771	0	369.28127	-23.703
4	0.158938	0.046593	137.059	0.04587	0.956683	0.381168	0.039534	9	853.15955	-18.034
4	0.30844	0.340227	101.734	0.056898	0.961684	0.37762	0.390438	10	248.59955	-20.63
4	0.462967	0.823648	121.52	0.057341	0.895404	0.326465	0.765768	4	416.82621	-8.483
4	0.403318	0.425889	125.61	0.066888	0.985303	0.314263	0.914519	2	665.25506	-16.735
4	0.13959	0.10833	165.041	0.055108	0.951692	0.270024	0.754622	1	271.27057	-16.663
3	0.084621	0.133412	76.388	0.037365	0.971292	0.108076	0.81521	5	623.81288	-18.691
4	0.296177	0.107678	89.122	0.046697	0.985877	0.54402	0.908191	2	262.78621	-16.296
4	0.105067	0.118625	112.194	0.036689	0.936788	0.245052	0.815526	5	560.98621	-16.206
4	0.029776	0.097031	76.435	0.046588	0.788805	0.259041	0.256663	2	796.13288	-24.604
1	0.415916	0.29017	76.971	0.038146	0.990744	0.158874	0.967508	9	406.9873	-12.115
4	0.155658	0.41039	73.646	0.033487	0.988931	0.36309	0.889414	0	860.37098	-17.29
3	0.231576	0.647367	94.41	0.03233	0.949873	0.185817	0.908392	5	541.97288	-13.464
4	0.117272	0.098596	124.019	0.047598	0.993836	0.449909	0.890518	3	361.50621	-24.719
3	0.144211	0.427055	118.339	0.037521	0.991387	0.277564	0.926885	0	237.67955	-18.833
4	0.290382	0.102576	86.825	0.048862	0.990316	0.528663	0.859544	2	277.36798	-19.967
4	0.152434	0.341305	117.308	0.039988	0.921577	0.387503	0.004856	3	381.23955	-15.871
3	0.12453	0.170513	98.8	0.040783	0.986734	0.384641	0.871938	7	225.33288	-24.555
4	0.013498	0.231739	100.314	0.039777	0.990266	0.4277	0.873552	9	155.17288	-30.906
3	0.250274	0.21705	144.196	0.062953	0.983681	0.542714	0.915409	2	222.98621	-15.515
4	0.072474	0.096908	93.322	0.04389	0.931644	0.140198	0.278887	7	653.97506	-25.613
3	0.17193	0.278631	82.07	0.040956	0.991635	0.217275	0.686399	3	480.77406	-18.573
4	0.132584	0.115992	108.084	0.051496	0.911009	0.496791	0.046283	5	192.81288	-16.24
4	0.259411	0.091773	107.913	0.034263	0.976228	0.235858	0.886338	0	407.26014	-15.666
4	0.110734	0.059695	100.745	0.041438	0.991782	0.313618	0.301407	8	558.94118	-18.781
3	0.137584	0.736635	134.091	0.039224	0.921109	0.34511	0.660945	0	278.27955	-16.963
4	0.236937	0.198402	127.729	0.040607	0.988772	0.292711	0.889547	2	1093.79955	-14.656
4	0.283339	0.629731	74.044	0.035894	0.909397	0.168929	0.863993	7	937.19955	-11.401
3	0.033586	0.118545	115.483	0.043688	0.983787	0.377641	0.246543	9	127.24939	-18.568
4	0.077151	0.048633	133.632	0.037984	0.990399	0.411554	0.911786	2	664.91955	-24.035
4	0.022632	0.091949	94.865	0.038715	0.988847	0.255334	0.901017	11	437.39955	-29.482
1	0.264991	0.175274	120.032	0.030878	0.995796	0.456789	0.810832	0	32.02567	-21.765
4	0.097276	0.097496	74.381	0.048792	0.989762	0.280161	0.91207	10	1603.44771	-22.789
4	0.089468	0.133225	172.402	0.05154	0.991865	0.198411	0.847425	9	393.01179	-23.253
4	0.12119	0.753559	100.7	0.038118	0.992196	0.290937	0.958483	3	254.57288	-19.069
4	0.023334	0.10864	62.442	0.044417	0.995069	0.228026	0.916906	1	274.31986	-26.114
4	0.027976	0.072329	84.308	0.04073	0.944415	0.177518	0.278444	0	626.66621	-25.176
4	0.009726	0.129132	109.974	0.052253	0.993376	0.393183	0.903056	1	398.67955	-29.734
3	0.099753	0.143233	111.496	0.032524	0.948773	0.304187	0.768359	5	302.98517	-16.216
4	0.183074	0.103386	169.901	0.054495	0.993229	0.336904	0.267539	5	352.34621	-17.679
4	0.051963	0.089301	114.051	0.052248	0.994	0.460654	0.906866	8	259.93288	-26.803
4	0.255867	0.170303	104.975	0.038956	0.995616	0.623107	0.915251	0	40.06621	-19.005
4	0.06863	0.099555	71.985	0.052988	0.994612	0.614974	0.951057	5	250.04363	-32.371
4	0.269907	0.066776	143.991	0.146193	0.902879	0.728535	0.852501	5	246.66621	-17.486
3	0.038744	0.099568	110.93	0.050785	0.987134	0.358927	0.924939	1	576.15628	-21.492
3	0.064811	0.223677	79.994	0.057714	0.994616	0.63306	0.963593	2	290.29832	-31.677
4	0.029616	0.134474	160.073	0.045168	0.99332	0.543895	0.93232	0	161.99955	-28.183
4	0.054303	0.11418	69.991	0.069899	0.995632	0.61611	0.954798	5	284.61823	-34.355
4	0.031483	0.091342	72.003	0.053825	0.995448	0.485978	0.961281	5	226.71628	-37.103
